Date,Weight,Body Fat %,Breakfast,Lunch,Dinner
6/8/2011,,,,,
6/9/2011,,,,,
6/10/2011,,,,,
6/11/2011,,,,,
6/12/2011,,,,,
6/13/2011,,,,,
6/14/2011,,,,,
6/15/2011,,,,,
6/16/2011,,,,,
6/17/2011,,,,,
6/18/2011,,,,,
6/19/2011,,,,,
6/20/2011,,,,,
6/21/2011,,,,,
6/22/2011,,,,,
6/23/2011,,,,,
6/24/2011,,,,,
6/25/2011,,,,,
6/26/2011,,,,,
6/27/2011,,,,,
6/28/2011,,,,,
6/29/2011,,,,,
6/30/2011,,,,,
7/1/2011,,,,,
7/2/2011,,,,,
7/3/2011,,,,,
7/4/2011,,,,,
7/5/2011,,,,,
7/6/2011,,,,,
7/7/2011,,,,,
7/8/2011,,,,,
7/9/2011,,,,,
7/10/2011,,,,,
7/11/2011,,,,,
7/12/2011,,,,,
7/13/2011,,,,,
7/14/2011,,,,,
7/15/2011,,,,,
7/16/2011,,,,,
7/17/2011,,,,,
7/18/2011,,,,,
7/19/2011,,,,,
7/20/2011,,,,,
7/21/2011,,,,,
7/22/2011,,,,,
7/23/2011,,,,,
7/24/2011,,,,,
7/25/2011,,,,,
7/26/2011,,,,,
7/27/2011,,,,,
7/28/2011,,,,,
7/29/2011,,,,,
7/30/2011,,,,,
7/31/2011,,,,,
8/1/2011,,,,,
8/2/2011,,,,,
8/3/2011,,,,,
8/4/2011,,,,,
8/5/2011,,,,,
8/6/2011,,,,,
8/7/2011,190.9,,,,
8/8/2011,198.3,,,,
8/9/2011,199,,,,
8/10/2011,198.7,,,,
8/11/2011,198.2,,,,
8/12/2011,197.6,,,,
8/13/2011,198.9,,,,
8/14/2011,196.8,,,,
8/15/2011,197.2,,,,
8/16/2011,197,,,,
8/17/2011,197.4,,,,
8/18/2011,196,,,,
8/19/2011,197.4,,,,
8/20/2011,,Men's retreat,,,
8/21/2011,,Men's retreat,,,
8/22/2011,198.7,,,,
8/23/2011,199.3,,,,
8/24/2011,198.9,,,,
8/25/2011,198.4,,,,
8/26/2011,199.9,,,,
8/27/2011,199.9,,,,
8/28/2011,200.5,,,,
8/29/2011,200.2,,,,
8/30/2011,201.3,,,,
8/31/2011,201.3,,,,
9/1/2011,201.4,,,,
9/2/2011,201.8,,,,
9/3/2011,,,,,
9/4/2011,201.8,,,,
9/5/2011,202.9,,,,
9/6/2011,201.9,,,,
9/7/2011,202.1,,,,
9/8/2011,200.7,,,,
9/9/2011,200.8,,,,
9/10/2011,202.3,,,,
9/11/2011,,,,,
9/12/2011,202.3,,,,
9/13/2011,202.4,,,,
9/14/2011,200.7,,,,
9/15/2011,200.6,,,,
9/16/2011,200.7,,,,
9/17/2011,,,,,
9/18/2011,200.3,,,,
9/19/2011,202,,,,
9/20/2011,200.8,,,,
9/21/2011,201.8,,,,
9/22/2011,201.6,,,,
9/23/2011,201.6,,,,
9/24/2011,201.6,,,,
9/25/2011,,,,,
9/26/2011,201.1,,,,
9/27/2011,201.2,,,,
9/28/2011,,,,,
9/29/2011,201.1,,,,
9/30/2011,203.1,,,,
10/1/2011,200.8,,,,
10/2/2011,202.4,,,,
10/3/2011,203.5,,,,
10/4/2011,203,,,,
10/5/2011,203.3,,,,
10/6/2011,201.9,,,,
10/7/2011,202.6,,,,
10/8/2011,,,,,
10/9/2011,,,,,
10/10/2011,203.3,,,,
10/11/2011,202.1,,,,
10/12/2011,,,,,
10/13/2011,203.2,,,,
10/14/2011,,,,,
10/15/2011,203.1,,,,
10/16/2011,,,,,
10/17/2011,,,,,
10/18/2011,206,,,,
10/19/2011,207.3,,,,
10/20/2011,204.2,,,,
10/21/2011,204,,,,
10/22/2011,204,,,,
10/23/2011,,,,,
10/24/2011,205.3,,,,
10/25/2011,205.4,,,,
10/26/2011,206.8,,,,
10/27/2011,204.2,,,,
10/28/2011,,,,,
10/29/2011,,,,,
10/30/2011,,,,,
10/31/2011,205.2,,,,
11/1/2011,204.7,,,,
11/2/2011,203.3,,,,
11/3/2011,202.5,,,,
11/4/2011,204.2,,,,
11/5/2011,,,,,
11/6/2011,,,,,
11/7/2011,203.5,,,,
11/8/2011,204,,,,
11/9/2011,204.7,,,,
11/10/2011,203.9,,,,
11/11/2011,204.5,,,,
11/12/2011,,,,,
11/13/2011,,,,,
11/14/2011,206.1,,,,
11/15/2011,205.9,,,,
11/16/2011,207.6,,,,
11/17/2011,204.5,,,,
11/18/2011,204.3,,,,
11/19/2011,204.2,,,,
11/20/2011,205.7,,,,
11/21/2011,206.8,,,,
11/22/2011,205.9,,,,
11/23/2011,207.3,,,,
11/24/2011,,,,,
11/25/2011,,,,,
11/26/2011,,,,,
11/27/2011,207.3,,,,
11/28/2011,206.4,,,,
11/29/2011,206.6,,,,
11/30/2011,207.6,,,,
12/1/2011,205.6,,,,
12/2/2011,204.9,,,,
12/3/2011,205.7,,,,
12/4/2011,,,,,
12/5/2011,203.4,,,,
12/6/2011,205.6,,,,
12/7/2011,204.5,,,,
12/8/2011,204,,,,
12/9/2011,204.5,,,,
12/10/2011,,,,,
12/11/2011,,,,,
12/12/2011,205.4,,,,
12/13/2011,204.6,,,,
12/14/2011,205.8,,,,
12/15/2011,204.6,,,,
12/16/2011,206.2,,,,
12/17/2011,206.1,,,,
12/18/2011,,,,,
12/19/2011,207.9,,,,
12/20/2011,207,,,,
12/21/2011,207.7,,,,
12/22/2011,206.2,,,,
12/23/2011,206.9,,,,
12/24/2011,,,,,
12/25/2011,207.3,,,,
12/26/2011,209,,,,
12/27/2011,209.4,,,,
12/28/2011,,,,,
12/29/2011,209.2,,,,
12/30/2011,208.5,,,,
12/31/2011,209.3,,,,
1/1/2012,,,,,
1/2/2012,,,,,
1/3/2012,209.5,,,,
1/4/2012,211.2,,,,
1/5/2012,209.2,,,,
1/6/2012,208.3,,,,
1/7/2012,208,,,,
1/8/2012,208.1,,,,
1/9/2012,206.6,,,,
1/10/2012,207.6,,,,
1/11/2012,207.1,,,,
1/12/2012,207.4,,,,
1/13/2012,206.9,,,,
1/14/2012,204.9,,,,
1/15/2012,205.6,,,,
1/16/2012,204.7,,,,
1/17/2012,205.1,,,,
1/18/2012,205.5,,,,
1/19/2012,204.1,,,,
1/20/2012,203.5,,,,
1/21/2012,203.9,,,,
1/22/2012,204,,,,
1/23/2012,204,,,,
1/24/2012,203.5,,,,
1/25/2012,204.6,,,,
1/26/2012,202.7,,,,
1/27/2012,203.1,,,,
1/28/2012,202.7,,,,
1/29/2012,202.9,,,,
1/30/2012,203.4,,,,
1/31/2012,,,,,
2/1/2012,203.4,,,,
2/2/2012,204.6,,,,
2/3/2012,202.4,,,,
2/4/2012,202.5,,,,
2/5/2012,201.5,,,,
2/6/2012,203.8,,,,
2/7/2012,202.3,,,,
2/8/2012,202.9,,,,
2/9/2012,202.2,,,,
2/10/2012,201.5,,,,
2/11/2012,201.3,,,,
2/12/2012,203.1,,,,
2/13/2012,204.6,,,,
2/14/2012,203.9,,,,
2/15/2012,202.6,,,,
2/16/2012,201.8,,,,
2/17/2012,202.4,,,,
2/18/2012,202.5,,,,
2/19/2012,204,,,,
2/20/2012,202,,,,
2/21/2012,203.3,,,,
2/22/2012,205.2,,,,
2/23/2012,202.7,,,,
2/24/2012,202.8,,,,
2/25/2012,201.3,,,,
2/26/2012,202.6,,,,
2/27/2012,203.5,,,,
2/28/2012,202.1,,,,
2/29/2012,202.8,,,,
3/1/2012,200.7,,,,
3/2/2012,200.5,,,,
3/3/2012,,Hike,,,
3/4/2012,202,,,,
3/5/2012,,,,,
3/6/2012,,,,,
3/7/2012,,,,,
3/8/2012,203.9,,,,
3/9/2012,,,,,
3/10/2012,204.7,,,,
3/11/2012,,,,,
3/12/2012,205.9,,,,
3/13/2012,204.5,,,,
3/14/2012,203.9,,,,
3/15/2012,202.4,,,,
3/16/2012,203.9,,,,
3/17/2012,204.4,,,,
3/18/2012,,,,,
3/19/2012,205.2,,,,
3/20/2012,,,,,
3/21/2012,204,,,,
3/22/2012,202.9,,,,
3/23/2012,203.1,,,,
3/24/2012,,,,,
3/25/2012,,,,,
3/26/2012,,,,,
3/27/2012,204.7,,,,
3/28/2012,205.2,,,,
3/29/2012,203.3,,,,
3/30/2012,203.2,,,,
3/31/2012,,,,,
4/1/2012,,,,,
4/2/2012,,,,,
4/3/2012,204.9,,,,
4/4/2012,206.3,,,,
4/5/2012,205.1,,,,
4/6/2012,,,,,
4/7/2012,,,,,
4/8/2012,,,,,
4/9/2012,206.1,,,,
4/10/2012,206.5,,,,
4/11/2012,207.6,,,,
4/12/2012,206,,,,
4/13/2012,,,,,
4/14/2012,,,,,
4/15/2012,,,,,
4/16/2012,207,,,,
4/17/2012,208.2,,,,
4/18/2012,207.5,,,,
4/19/2012,207.4,,,,
4/20/2012,,,,,
4/21/2012,,,,,
4/22/2012,,,,,
4/23/2012,210.4,,,,
4/24/2012,,,,,
4/25/2012,,,,,
4/26/2012,207.8,,,,
4/27/2012,207,,,,
4/28/2012,,,,,
4/29/2012,,,,,
4/30/2012,207.7,,,,
5/1/2012,207.4,,,,
5/2/2012,206.9,,,,
5/3/2012,207.9,,,,
5/4/2012,207.3,,,,
5/5/2012,,,,,
5/6/2012,,,,,
5/7/2012,210,,,,
5/8/2012,209.3,,,,
5/9/2012,207.3,,,,
5/10/2012,206,,,,
5/11/2012,207.6,,,,
5/12/2012,,,,,
5/13/2012,,,,,
5/14/2012,210.3,,,,
5/15/2012,206.9,,,,
5/16/2012,209,,,,
5/17/2012,207.3,,,,
5/18/2012,,,,,
5/19/2012,,,,,
5/20/2012,206.9,,,,
5/21/2012,209.1,,,,
5/22/2012,207.8,,,,
5/23/2012,209.4,,,,
5/24/2012,207.4,,,,
5/25/2012,206,,,,
5/26/2012,207.1,,,,
5/27/2012,208.2,,,,
5/28/2012,,,,,
5/29/2012,,,,,
5/30/2012,209.6,,,,
5/31/2012,209,,,,
6/1/2012,207.1,,,,
6/2/2012,206.5,,,,
6/3/2012,211.4,,,,
6/4/2012,211.1,,,,
6/5/2012,208.8,,,,
6/6/2012,208.6,,,,
6/7/2012,207.3,,,,
6/8/2012,,,,,
6/9/2012,,,,,
6/10/2012,209.2,,,,
6/11/2012,210.4,,,,
6/12/2012,208.7,,,,
6/13/2012,208.7,,,,
6/14/2012,207.4,,,,
6/15/2012,208.6,,,,
6/16/2012,209.5,,,,
6/17/2012,,,,,
6/18/2012,211.4,,,,
6/19/2012,210.2,,,,
6/20/2012,207,,,,
6/21/2012,207.5,,,,
6/22/2012,208,,,,
6/23/2012,207.8,,,,
6/24/2012,,,,,
6/25/2012,210.1,,,,
6/26/2012,209.2,,,,
6/27/2012,209,,,,
6/28/2012,210,,,,
6/29/2012,208.3,,,,
6/30/2012,,,,,
7/1/2012,,,,,
7/2/2012,210,,,,
7/3/2012,210.2,,,,
7/4/2012,208.2,,,,
7/5/2012,208.9,,,,
7/6/2012,211,,,,
7/7/2012,,,,,
7/8/2012,,,,,
7/9/2012,213.2,,,,
7/10/2012,211.1,,,,
7/11/2012,209.9,,,,
7/12/2012,210.5,,,,
7/13/2012,209.5,,,,
7/14/2012,,,,,
7/15/2012,,,,,
7/16/2012,,,,,
7/17/2012,,,,,
7/18/2012,,,,,
7/19/2012,208.6,,,,
7/20/2012,209.3,,,,
7/21/2012,,,,,
7/22/2012,,,,,
7/23/2012,210.2,,,,
7/24/2012,209.8,,,,
7/25/2012,210.6,,,,
7/26/2012,211.5,,,,
7/27/2012,209.8,,,,
7/28/2012,,,,,
7/29/2012,211.8,,,,
7/30/2012,212.3,,,,
7/31/2012,211.4,,,,
8/1/2012,209.8,,,,
8/2/2012,208.9,,,,
8/3/2012,210,,,,
8/4/2012,,,,,
8/5/2012,,,,,
8/6/2012,211.6,,,,
8/7/2012,211.6,,,,
8/8/2012,211,,,,
8/9/2012,,,,,
8/10/2012,211.2,,,,
8/11/2012,,,,,
8/12/2012,,,,,
8/13/2012,211.6,,,,
8/14/2012,211,,,,
8/15/2012,209.9,,,,
8/16/2012,209.4,,,,
8/17/2012,,,,,
8/18/2012,,,,,
8/19/2012,,,,,
8/20/2012,212,,,,
8/21/2012,212.8,,,,
8/22/2012,213.2,,,,
8/23/2012,211.9,,,,
8/24/2012,211.2,,,,
8/25/2012,,,,,
8/26/2012,211.9,,,,
8/27/2012,211.2,,,,
8/28/2012,211.7,,,,
8/29/2012,210.9,,,,
8/30/2012,211.1,,,,
8/31/2012,,,,,
9/1/2012,,,,,
9/2/2012,212.9,,,,
9/3/2012,,,,,
9/4/2012,,,,,
9/5/2012,,,,,
9/6/2012,,,,,
9/7/2012,214.6,,,,
9/8/2012,,,,,
9/9/2012,,,,,
9/10/2012,213.7,,,,
9/11/2012,214.2,,,,
9/12/2012,213.5,,,,
9/13/2012,212.3,,,,
9/14/2012,210,,,,
9/15/2012,,,,,
9/16/2012,,,,,
9/17/2012,212.3,,,,
9/18/2012,212.7,,,,
9/19/2012,214,,,,
9/20/2012,212.4,,,,
9/21/2012,211.5,,,,
9/22/2012,,,,,
9/23/2012,211.4,,,,
9/24/2012,213,,,,
9/25/2012,213.1,,,,
9/26/2012,212.5,,,,
9/27/2012,213,,,,
9/28/2012,213.5,,,,
9/29/2012,213.7,,,,
9/30/2012,,,,,
10/1/2012,212,,,,
10/2/2012,213.3,,,,
10/3/2012,212,,,,
10/4/2012,211.1,,,,
10/5/2012,211,,,,
10/6/2012,211,,,,
10/7/2012,211.3,,,,
10/8/2012,212,,,,
10/9/2012,210.7,,,,
10/10/2012,210.1,,,,
10/11/2012,208.4,,,,
10/12/2012,208.5,,,,
10/13/2012,208.4,Heart,,,
10/14/2012,,,,,
10/15/2012,210,,,,
10/16/2012,210.9,,,,
10/17/2012,210,,,,
10/18/2012,209.3,,,,
10/19/2012,210.1,,,,
10/20/2012,,,,,
10/21/2012,,,,,
10/22/2012,,,,,
10/23/2012,,,,,
10/24/2012,,,,,
10/25/2012,,,,,
10/26/2012,,,,,
10/27/2012,,,,,
10/28/2012,208.2,,,,
10/29/2012,209.4,,,,
10/30/2012,209.3,,,,
10/31/2012,210.3,,,,
11/1/2012,209.8,,,,
11/2/2012,208,,,,
11/3/2012,209.9,,,,
11/4/2012,,,,,
11/5/2012,,,,,
11/6/2012,,,,,
11/7/2012,,,,,
11/8/2012,209.8,,,,
11/9/2012,210,,,,
11/10/2012,,,,,
11/11/2012,,,,,
11/12/2012,,,,,
11/13/2012,,,,,
11/14/2012,,,,,
11/15/2012,,,,,
11/16/2012,,,,,
11/17/2012,,,,,
11/18/2012,,,,,
11/19/2012,,,,,
11/20/2012,,,,,
11/21/2012,212,,,,
11/22/2012,210,,,,
11/23/2012,,,,,
11/24/2012,213.3,,,,
11/25/2012,213.2,,,,
11/26/2012,211.7,,,,
11/27/2012,,,,,
11/28/2012,,,,,
11/29/2012,,,,,
11/30/2012,,,,,
12/1/2012,,,,,
12/2/2012,,,,,
12/3/2012,,,,,
12/4/2012,,,,,
12/5/2012,,,,,
12/6/2012,,,,,
12/7/2012,,,,,
12/8/2012,,,,,
12/9/2012,210.3,,,,
12/10/2012,,,,,
12/11/2012,212.8,,,,
12/12/2012,212.2,,,,
12/13/2012,212.4,,,,
12/14/2012,,,,,
12/15/2012,,,,,
12/16/2012,,,,,
12/17/2012,213.8,,,,
12/18/2012,213.9,,,,
12/19/2012,212.9,,,,
12/20/2012,212.4,,,,
12/21/2012,,,,,
12/22/2012,213.4,,,,
12/23/2012,,,,,
12/24/2012,,,,,
12/25/2012,213.3,,,,
12/26/2012,,,,,
12/27/2012,213.7,,,,
12/28/2012,213,,,,
12/29/2012,,,,,
12/30/2012,,,,,
12/31/2012,213.7,,,,
1/1/2013,,,,,
1/2/2013,214.4,,,,
1/3/2013,214.7,,,,
1/4/2013,213.5,,,,
1/5/2013,213.6,,,,
1/6/2013,,,,,
1/7/2013,214.4,,,,
1/8/2013,214.4,,,,
1/9/2013,215.1,,,,
1/10/2013,213,,,,
1/11/2013,212.4,,,,
1/12/2013,214.7,,,,
1/13/2013,,,,,
1/14/2013,,,,,
1/15/2013,,,,,
1/16/2013,214.9,,,,
1/17/2013,214.2,,,,
1/18/2013,214.5,,,,
1/19/2013,,,,,
1/20/2013,,,,,
1/21/2013,215.2,,,,
1/22/2013,215.7,,,,
1/23/2013,214.5,,,,
1/24/2013,213.6,,,,
1/25/2013,213.5,,,,
1/26/2013,,,,,
1/27/2013,,,,,
1/28/2013,214.2,,,,
1/29/2013,214,,,,
1/30/2013,214.6,,,,
1/31/2013,214.5,,,,
2/1/2013,214.4,,,,
2/2/2013,214.4,,,,
2/3/2013,,,,,
2/4/2013,215.9,,,,
2/5/2013,216.3,,,,
2/6/2013,215.6,,,,
2/7/2013,215.4,,,,
2/8/2013,214.8,,,,
2/9/2013,215.2,,,,
2/10/2013,,,,,
2/11/2013,216,,,,
2/12/2013,216.7,,,,
2/13/2013,216.5,,,,
2/14/2013,214.1,,,,
2/15/2013,213.3,,,,
2/16/2013,214.7,,,,
2/17/2013,216.6,,,,
2/18/2013,216,,,,
2/19/2013,216.6,,,,
2/20/2013,214.1,,,,
2/21/2013,211.7,,,,
2/22/2013,212,,,,
2/23/2013,,,,,
2/24/2013,,,,,
2/25/2013,215,,,,
2/26/2013,214.5,,,,
2/27/2013,214.1,,,,
2/28/2013,213.3,,,,
3/1/2013,213.7,,,,
3/2/2013,215.4,,,,
3/3/2013,,,,,
3/4/2013,216.9,,,,
3/5/2013,215.6,,,,
3/6/2013,216.5,,,,
3/7/2013,214.8,,,,
3/8/2013,214.2,,,,
3/9/2013,,,,,
3/10/2013,215.3,,,,
3/11/2013,217.7,,,,
3/12/2013,215.1,,,,
3/13/2013,215.3,,,,
3/14/2013,213.8,,,,
3/15/2013,213.8,,,,
3/16/2013,,,,,
3/17/2013,,,,,
3/18/2013,215.3,,,,
3/19/2013,214.9,,,,
3/20/2013,215.7,,,,
3/21/2013,215.6,,,,
3/22/2013,213.7,,,,
3/23/2013,215.8,,,,
3/24/2013,,,,,
3/25/2013,216.2,,,,
3/26/2013,215.8,,,,
3/27/2013,217.2,,,,
3/28/2013,215.7,,,,
3/29/2013,215.2,,,,
3/30/2013,,,,,
3/31/2013,,,,,
4/1/2013,216.2,,,,
4/2/2013,217.2,,,,
4/3/2013,215.6,,,,
4/4/2013,216.5,,,,
4/5/2013,215.9,,,,
4/6/2013,215.5,,,,
4/7/2013,216.9,,,,
4/8/2013,216.4,,,,
4/9/2013,216.7,,,,
4/10/2013,216.7,,,,
4/11/2013,213.9,,,,
4/12/2013,213.9,,,,
4/13/2013,214.2,,,,
4/14/2013,,,,,
4/15/2013,211.9,,,,
4/16/2013,214.1,,,,
4/17/2013,213.3,,,,
4/18/2013,211.6,,,,
4/19/2013,211.7,,,,
4/20/2013,213.9,,,,
4/21/2013,212.8,,,,
4/22/2013,213.7,,,,
4/23/2013,213.9,,,,
4/24/2013,213.4,,,,
4/25/2013,212.4,,,,
4/26/2013,212.4,,,,
4/27/2013,214.4,,,,
4/28/2013,,,,,
4/29/2013,213.1,,,,
4/30/2013,212.5,,,,
5/1/2013,213.7,,,,
5/2/2013,212.2,,,,
5/3/2013,211.5,,,,
5/4/2013,,,,,
5/5/2013,,,,,
5/6/2013,214.7,,,,
5/7/2013,212.6,,,,
5/8/2013,,,,,
5/9/2013,213.7,,,,
5/10/2013,,,,,
5/11/2013,,,,,
5/12/2013,212.1,,,,
5/13/2013,211.8,,,,
5/14/2013,213,,,,
5/15/2013,213,,,,
5/16/2013,213.4,,,,
5/17/2013,212.4,,,,
5/18/2013,213,,,,
5/19/2013,,,,,
5/20/2013,213.4,,,,
5/21/2013,214.3,,,,
5/22/2013,213.8,,,,
5/23/2013,213.5,,,,
5/24/2013,,,,,
5/25/2013,,,,,
5/26/2013,,,,,
5/27/2013,,,,,
5/28/2013,215,,,,
5/29/2013,215.4,,,,
5/30/2013,215.9,,,,
5/31/2013,215.2,,,,
6/1/2013,,,,,
6/2/2013,,,,,
6/3/2013,214.6,,,,
6/4/2013,214.1,,,,
6/5/2013,214.6,,,,
6/6/2013,214.3,,,,
6/7/2013,,,,,
6/8/2013,215.5,,,,
6/9/2013,,,,,
6/10/2013,214.6,,,,
6/11/2013,215.7,,,,
6/12/2013,215.2,,,,
6/13/2013,215.4,,,,
6/14/2013,215.7,,,,
6/15/2013,215.2,,,,
6/16/2013,,,,,
6/17/2013,217.3,,,,
6/18/2013,215.4,,,,
6/19/2013,217,,,,
6/20/2013,217.1,,,,
6/21/2013,,,,,
6/22/2013,,,,,
6/23/2013,,,,,
6/24/2013,,,,,
6/25/2013,,,,,
6/26/2013,,,,,
6/27/2013,,,,,
6/28/2013,,,,,
6/29/2013,213.9,San Antonio from 6/21 - 6/28,,,
6/30/2013,,,,,
7/1/2013,,,,,
7/2/2013,215.6,,,,
7/3/2013,215.6,,,,
7/4/2013,,,,,
7/5/2013,,,,,
7/6/2013,,,,,
7/7/2013,,,,,
7/8/2013,216.9,,,,
7/9/2013,217.3,,,,
7/10/2013,216.8,,,,
7/11/2013,216.9,,,,
7/12/2013,216.3,,,,
7/13/2013,,,,,
7/14/2013,,,,,
7/15/2013,217.3,,,,
7/16/2013,,,,,
7/17/2013,,,,,
7/18/2013,,,,,
7/19/2013,,,,,
7/20/2013,,,,,
7/21/2013,,,,,
7/22/2013,,,,,
7/23/2013,214.6,,,,
7/24/2013,214.7,,,,
7/25/2013,214.7,,,,
7/26/2013,213.9,,,,
7/27/2013,,,,,
7/28/2013,215,,,,
7/29/2013,213.5,,,,
7/30/2013,214.1,,,,
7/31/2013,214,,,,
8/1/2013,214.2,,,,
8/2/2013,214,,,,
8/3/2013,,,,,
8/4/2013,,,,,
8/5/2013,215,,,,
8/6/2013,214.8,,,,
8/7/2013,,,,,
8/8/2013,,,,,
8/9/2013,214.9,,,,
8/10/2013,,,,,
8/11/2013,,,,,
8/12/2013,215.6,,,,
8/13/2013,216,,,,
8/14/2013,,,,,
8/15/2013,217.1,,,,
8/16/2013,215.6,,,,
8/17/2013,,,,,
8/18/2013,216.8,,,,
8/19/2013,215.8,,,,
8/20/2013,215.7,,,,
8/21/2013,215.4,,,,
8/22/2013,215.4,,,,
8/23/2013,215.5,,,,
8/24/2013,,,,,
8/25/2013,,,,,
8/26/2013,,,,,
8/27/2013,215.2,,,,
8/28/2013,214.9,,,,
8/29/2013,,,,,
8/30/2013,,,,,
8/31/2013,,,,,
9/1/2013,,,,,
9/2/2013,216,,,,
9/3/2013,,,,,
9/4/2013,215,,,,
9/5/2013,214.6,,,,
9/6/2013,213.6,,,,
9/7/2013,,,,,
9/8/2013,,,,,
9/9/2013,214.7,,,,
9/10/2013,,,,,
9/11/2013,214.7,,,,
9/12/2013,213.7,,,,
9/13/2013,213.8,,,,
9/14/2013,,,,,
9/15/2013,216.6,,,,
9/16/2013,214.4,,,,
9/17/2013,214.9,,,,
9/18/2013,213.3,,,,
9/19/2013,212.8,,,,
9/20/2013,212.9,,,,
9/21/2013,214,,,,
9/22/2013,215.2,,,,
9/23/2013,214,,,,
9/24/2013,213.6,,,,
9/25/2013,213,,,,
9/26/2013,211.9,,,,
9/27/2013,213.6,,,,
9/28/2013,,,,,
9/29/2013,,,,,
9/30/2013,213.4,,,,
10/1/2013,,,,,
10/2/2013,212.9,,,,
10/3/2013,212.5,,,,
10/4/2013,212.8,,,,
10/5/2013,,,,,
10/6/2013,,,,,
10/7/2013,214.7,,,,
10/8/2013,214.6,,,,
10/9/2013,214.6,,,,
10/10/2013,213.9,,,,
10/11/2013,214.6,,,,
10/12/2013,,,,,
10/13/2013,,,,,
10/14/2013,215.2,,,,
10/15/2013,217.1,,,,
10/16/2013,216.9,,,,
10/17/2013,215,,,,
10/18/2013,,,,,
10/19/2013,214.7,,,,
10/20/2013,,,,,
10/21/2013,,,,,
10/22/2013,,,,,
10/23/2013,214.6,,,,
10/24/2013,212.7,,,,
10/25/2013,214.1,,,,
10/26/2013,,,,,
10/27/2013,,,,,
10/28/2013,208.7,,,,
10/29/2013,213,,,,
10/30/2013,213.3,,,,
10/31/2013,213.3,,,,
11/1/2013,212.7,,,,
11/2/2013,,,,,
11/3/2013,,,,,
11/4/2013,214.8,,,,
11/5/2013,214.5,,,,
11/6/2013,,,,,
11/7/2013,214,,,,
11/8/2013,213.9,,,,
11/9/2013,,,,,
11/10/2013,,,,,
11/11/2013,214.1,,,,
11/12/2013,214.7,,,,
11/13/2013,214.4,,,,
11/14/2013,214.3,,,,
11/15/2013,213.7,,,,
11/16/2013,,,,,
11/17/2013,,,,,
11/18/2013,214.4,,,,
11/19/2013,214.5,,,,
11/20/2013,214.9,,,,
11/21/2013,213,,,,
11/22/2013,212.6,,,,
11/23/2013,,,,,
11/24/2013,,,,,
11/25/2013,,,,,
11/26/2013,,,,,
11/27/2013,215.8,,,,
11/28/2013,216.3,,,,
11/29/2013,,,,,
11/30/2013,,,,,
12/1/2013,,,,,
12/2/2013,216.3,,,,
12/3/2013,215.4,,,,
12/4/2013,216,,,,
12/5/2013,,,,,
12/6/2013,,,,,
12/7/2013,,,,,
12/8/2013,,,,,
12/9/2013,,,,,
12/10/2013,,,,,
12/11/2013,,,,,
12/12/2013,,,,,
12/13/2013,214.2,,,,
12/14/2013,,,,,
12/15/2013,,,,,
12/16/2013,214.3,,,,
12/17/2013,214.5,,,,
12/18/2013,,,,,
12/19/2013,213.3,,,,
12/20/2013,215.1,,,,
12/21/2013,,,,,
12/22/2013,,,,,
12/23/2013,217.5,,,,
12/24/2013,217.6,,,,
12/25/2013,,,,,
12/26/2013,216.7,,,,
12/27/2013,215.8,,,,
12/28/2013,215.4,,,,
12/29/2013,,,,,
12/30/2013,,,,,
12/31/2013,,,,,
1/1/2014,,,,,
1/2/2014,216.2,,,,
1/3/2014,215.3,,,,
1/4/2014,,,,,
1/5/2014,213.9,,,,
1/6/2014,214,,,,
1/7/2014,213.7,,,,
1/8/2014,213.2,,,,
1/9/2014,212.7,,,,
1/10/2014,213.1,,,,
1/11/2014,212.7,,,,
1/12/2014,,,,,
1/13/2014,,,,,
1/14/2014,213.6,,,,
1/15/2014,213.3,,,,
1/16/2014,212,,,,
1/17/2014,212,,,,
1/18/2014,212.1,,,,
1/19/2014,213.2,,,,
1/20/2014,,,,,
1/21/2014,213.5,,,,
1/22/2014,213.4,,,,
1/23/2014,212.4,,,,
1/24/2014,,,,,
1/25/2014,,,,,
1/26/2014,,,,,
1/27/2014,,,,,
1/28/2014,,,,,
1/29/2014,,,,,
1/30/2014,,,,,
1/31/2014,,,,,
2/1/2014,,,,,
2/2/2014,,,,,
2/3/2014,,,,,
2/4/2014,,,,,
2/5/2014,,,,,
2/6/2014,,,,,
2/7/2014,212.8,,,,
2/8/2014,210.3,,,,
2/9/2014,211.6,,,,
2/10/2014,211.3,,,,
2/11/2014,211.5,,,,
2/12/2014,212.1,,,,
2/13/2014,210.1,,,,
2/14/2014,210.5,,,,
2/15/2014,210.3,,,,
2/16/2014,211.4,,,,
2/17/2014,,,,,
2/18/2014,211.7,,,,
2/19/2014,211.6,,,,
2/20/2014,210.2,,,,
2/21/2014,211.2,,,,
2/22/2014,212.1,,,,
2/23/2014,213.2,,,,
2/24/2014,212.9,,,,
2/25/2014,212.6,,,,
2/26/2014,213.3,,,,
2/27/2014,210.3,,,,
2/28/2014,210,,,,
3/1/2014,,,,,
3/2/2014,,,,,
3/3/2014,212.2,,,,
3/4/2014,211.7,,,,
3/5/2014,211,,,,
3/6/2014,210.9,,,,
3/7/2014,211.6,,,,
3/8/2014,,,,,
3/9/2014,,,,,
3/10/2014,210.8,,,,
3/11/2014,211.2,,,,
3/12/2014,210.8,,,,
3/13/2014,211.6,,,,
3/14/2014,210.6,,,,
3/15/2014,,,,,
